Medicine Name,Price
Cipzen D Plus  Tablet,113.5
Coraz 500 Tablet,71.33
Cutiderm Cream,56
Coliwin NF 10 mg/40 mg Drop,42.35
Chymapra D Tablet,132
Cedoxime CV Tablet,238.1
Citiben-P Tablet,499
Cardiking 5mg Tablet,24
Conram 5mg Tablet,79.74
Chempep-D 10mg/20mg Capsule,64.8
Cglit 15mg Tablet,39
Clobirex 0.05% Ointment,154
Coriza Suspension,79.9
Cognisart MT 50 Tablet,148
Cyclospas Suspension,50
Coolem-DSR Capsule,100
Clarid 250mg Tablet,240
Cefolin-O Tablet,103
Chymogram Plus Tablet,84.57
Chlorpromazine 50mg Tablet,9.79
Cloza 50mg Tablet,49.6
CLEBOPRO 0.5 MG TABLET,54.9
CC GO Tablet,32.5
Ceemox 125mg/125mg Capsule,35
Ciprozen Eye Drop,15.46
Clotawin 250 Tablet,90
Cefudif CV 250 mg/125 mg Tablet,238.7
Corzi 500mg Tablet,68.75
Cefodin S 1000 mg/500 mg Injection,131.46
Coxval P Tablet,29.25
Cefadroxyl 125mg Syrup,18.58
Chemogef 250mg Tablet,1176.5
Clavituf 500mg/125mg Tablet,179.31
Cosorex Syrup,25.81
Cefocef 50mg Tablet,28
Cinvert 75mg Tablet,40.83
Ceaseflam Tablet,99
Cyclospas Suspension,50
Chlorpromazine 50mg Tablet,9.79
Cloza 50mg Tablet,49.6
Coolem-DSR Capsule,100
Chymogram Plus Tablet,84.57
Castle Syrup,82
Cifisel O 200mg/200mg Tablet,98.6
Ceftrum 500mg Injection,48.5
Carticerin 50mg Capsule,89
C Pam 0.5mg Tablet,28.5
Coldsafe Syrup,35
Cefiez 200 LB,125
Colcoside 4mg Capsule,93.27
Cure BP M 5mg/50mg Tablet,50
Clen B Cream,18.08
Ceftrit-S 1.5gm Injection,103.6
Cortem 100mg Injection,39.54
Cfm 100mg Tablet,81.27
CE 100mg Capsule,39.8
Capigab NT 75mg/10mg Tablet,149
Cerol 40mg Capsule,58.6
Clopan Cream,80
Cefimod AZ 200mg/250mg Tablet,165
Cetrazyn 5mg Tablet,48
Crisol D Syrup,72
Ceforeal 500 Tablet,560
Cosbact 200 LB Tablet,125
Carnitreat 500mg Tablet,180
Cefobik CV 200mg/125mg Tablet,385
Cian Cold DS Suspension,55
Clinispect T 10mg/40mg Tablet,118
Cifisel O 200mg/200mg Tablet,98.6
Cglit 15mg Tablet,39
Clobirex 0.05% Ointment,154
Conram 5mg Tablet,79.74
Cardiking 5mg Tablet,24
Chempep-D 10mg/20mg Capsule,64.8
Coldcare 25mg/2mg/500mg/5mg Tablet,20
Cerom 750mg Injection,246.23
Cognisart MT 50 Tablet,148
Camtam 500mg Tablet,429.6
Choicepar 100mg/325mg Tablet,29
Cetrifos Tablet,26
Ceftin-T 1000mg/125mg Injection,180
Citinex 500mg Tablet,425
Cetcod-A Tablet SR,48
Cinetor 120 Tablet,121
Critor 60mg Tablet,89
Ceffchem CV 200mg/125mg Tablet,270
Cefpime 1000mg Injection,145
Cefen 200mg Tablet SR,39.9
Cefever TZ 1000mg/125mg Injection,139
Cifisel O 200mg/200mg Tablet,98.6
Colimol Oral Drops,23
Clogaba 5mg Tablet,50
Cilovas-MT 25 Tablet ER,128.13
Careflox Plus Cream,90
Ceclovin-D Tablet,110
Cilabs 10mg Tablet,70
Crinocef O 200mg/200mg Tablet,150
Coldsafe Syrup,35
Coxrow Gel,109
Cortinom 30 Tablet,380
Chenim-P Tablet,36
Cefitop 100mg Tablet DT,54
Cetam Syrup,18.75
Coldfienz Tablet,38
Clever 5mg Tablet,36
Cygna-N Tablet,89
Colcet-M Tablet,96
Cetnar M Syrup,74
Cadpen-DSR Capsule,87
Ceqiz-CV Tablet,295
Cirowax Ear Drop,22
Cefixid 100mg Tablet DT,85
Candid-B Cream,55.2
Cetrikind 10mg Tablet,18.48
Cilentra 20 Tablet,160.83
Clobetamil G Cream,23.23
Comact DS Gel,99
Citiliv 4ml Injection,220
Cortimax 6mg Tablet,119.4
Clomilent 50mg Tablet,117.5
Citinoct P 500mg/800mg Tablet,675
Calmpose 2mg Syrup,23.2
Clindoz-N Tablet,137
Cygna-N Tablet,89
Colcet-M Tablet,96
Colpan 40 Tablet,72
Cantocort 6 Tablet,89
Coftak-DX Syrup,73
Cyonase-XT Tablet,179
Coxinac P 100mg/325mg Tablet,43
Cadpen-DSR Capsule,87
Careflox Plus Cream,90
Cefpozan CV 200mg/125mg Tablet,150
Cyrox-CV 325 Tablet,360
Chymoler 100mg/325mg Tablet,159
Cetmag MK 5mg/10mg Tablet,110
Clonem A 75mg/75mg Tablet,42.5
Clocxy Oral Suspension,67.2
Cetcor L 5mg Tablet,96
Cagcort 6 Oral Suspension,65
Cyprosal Syrup,90
Critor MR 60mg/4mg Tablet,192
Cimcobal-Plus Injection,55
Captiva LD 75mg/40mg Capsule SR,160
Cyclomet 50mg Tablet,26.65
Cagcort 6 Oral Suspension,65
Coldwik N Tablet,70
Coftak-DX Syrup,73
Clotop S Ointment,98
Cryoplus Oral Suspension,140
Clog 500mg Tablet,103
Cefinex 100mg Tablet DT,86
Cefimak Dry Syrup,12.31
Cyprosia Syrup,110
Colsenat 3.75 Oral Suspension Mango Sugar Free,375
Clinaxon P 800 Tablet,701
Cef-AV Plus Tablet,140
Covate-C Lotion,370
Cabaza Tablet,112
Cetrihit 5mg/75mg Tablet,87.12
Chemzip 250 Tablet,69
Clotriwal B Ointment,45
Cilabs 10mg Tablet,70
Coxrow Gel,109
Cph Eye Ointment,68.7
Cefisys LB 200mg Tablet,137.45
Ceftec 100 Tablet DT,85
Cofura Syrup,25
Cadcof DX Syrup Sugar Free,85
Cortace 30 Tablet,310
Cefadur 125mg Tablet DT,14
Cefgard 1gm Injection,62
Citipride-SR Tablet,289
Cure BP M 5mg/50mg Tablet,50
Colcoside 4mg Capsule,93.27
Citizac Tablet,592
Crucet 5mg Tablet,24
Clari-Zan 500mg Injection,1389
Clodoc 1% Cream,48.7
Cratex Dmr Syrup,80
Clonitin 50mg Tablet,73.6
Coldiz Oral Suspension,55
Cardinid 5mg Tablet,18
Chlorix 12.5 Tablet,50
Cefol L 100mg Tablet,55
Cantomic 500mg Injection,105
Ciprolyn 500mg Tablet,18.9
Cilesta 100mg Tablet,143
Cetquino 5mg Tablet,41
Candiwin 200mg Tablet,220
Cefan Syrup,47
Citadelm 20mg Tablet,50
Chymonip DS 180mg/96mg/200mg Tablet,372.8
Coliza D 10mg/40mg Suspension,63
Cefview O 200mg/200mg Tablet,160
Cefydoc O 100mg Tablet DT,80.75
Clindiros 5mg Tablet,42
Cocv 500mg/125mg Tablet,165
Clobnum Cream,60
C Pod CV 200mg/125mg Tablet,350
Cefoclick 200mg Tablet,129
Cifigen CL 200mg/125mg Tablet,195
Clav 200mg/28.5mg Tablet DT,150
Chymonac Tablet,69
Cut Cold-A Syrup,57.3
Coldpac 2mg/325mg/5mg Tablet,60
Canator-F Tablet,121
Cliroft N Gel,141
C Trixon 1000mg Injection,43
Carbeta 75mg Injection,157
Canawar 200mg Tablet,18
Cortypan 4mg Tablet,48
Cofrun-D Syrup,90
Clemitan CH 40 Tablet,109
Cilozide 50mg Tablet,110
Cephamist 200mg Capsule,210
Coronus 100mg Tablet DT,80
C Roxim 250mg Tablet,235
Celent 200mg Tablet MD,207
Cardiotel 40 Tablet,101
Citikof LS Syrup,93
CSP AT Syrup,55
Clasfix O 200mg/200mg Tablet,104
Cefyclav 200mg/125mg Tablet,115
Cangaba 100 Tablet,69
Carovit 500mg Tablet,243
Clinitrol 5mg Tablet,55
Cekxim DX 200mg/500mg Tablet,213
Cameriv 2.5 Tablet,49.25
Cutcold-Dx Syrup,68.3
Ciproway-T Tablet,72
Colavax Tablet,44.6
Celbinate 400mg Tablet,235
Cifadin 50mg Dry Syrup,23.52
Ciledge 5 Tablet,75
Cuciti 500mg Tablet,533
Cupred 4mg Tablet,57
Clopitrix E Tablet,80
Curabe L 75mg/20mg Capsule SR,167.45
Cufvay D Syrup,90
Ceftec 100 Tablet DT,85
Colcoside 4mg Capsule,93.27
Cefisys LB 200mg Tablet,137.45
Cph Eye Ointment,68.7
Cilabs 10mg Tablet,70
Clotriwal B Ointment,45
Coxrow Gel,109
Coldsafe Syrup,35
Cefiez 200 LB,125
Crinocef O 200mg/200mg Tablet,150
Cezox MR Tablet,50.8
Cefidaz 50mg Tablet DT,55
Clindalen-A Gel,145
Cortace 30 Tablet,310
Cefadur 125mg Tablet DT,14
Chemzip 250 Tablet,69
Cef-AV Plus Tablet,140
Cure BP M 5mg/50mg Tablet,50
Claritime 250 Tablet,235.6
Coldvax CC Oral Drops,52
Cutcold-Dx Syrup,68.3
C Pam 0.5mg Tablet,28.5
Cefdox CV 200mg/125mg Tablet,260
Cafzin Tablet,44
Citafine 1400mg Injection,9953
Cetnar M Syrup,74
Cefobit 50mg Tablet DT,70
Cefview O 200mg/200mg Tablet,160
Cefydoc O 100mg Tablet DT,80.75
Citiconerve P 500mg/800mg Tablet,557
Cuflift Plus 60mg/5mg/5mg Tablet,225
Cilara 10mg Tablet,102
Clocin 0.05% Cream,91
Coehcg 10000IU Powder for Injection,950
Citrax 10 Tablet,16
Cedil 500mg Tablet,36.2
Comcef 200mg Tablet,89.9
Cefumust 250mg Tablet,295
Curerosu CA 75mg/20mg/75mg Capsule,159
Chymeclo P Tablet,145
Clonovius 0.5mg Tablet,38
Cefico 100mg Tablet DT,85.5
Cefirut 50mg Syrup,54.53
Ciprace 500mg Tablet,40.7
Cognidual P Tablet,619
Cefatum 1gm Injection,130
Criticold Max Tablet,245
Clomitop 50mg Tablet,93
Clearmist F Nasal Spray,220
Corthenz 100 Injection,39.5
Cardiotel 40 Tablet,101
Clasfix O 200mg/200mg Tablet,104
Cadilose Oral Solution Pineapple,258.3
Copan 40mg Tablet,63
Ccbest 20mg Tablet,113
Cewar 200mg Tablet,117
Cindalin 10mg Tablet,93
Cemox 500mg Capsule,67.2
Cefatum 1gm Injection,130
Clocin 0.05% Cream,91
Citiconerve P 500mg/800mg Tablet,557
Coehcg 10000IU Powder for Injection,950
Ciprace 500mg Tablet,40.7
Cedil 500mg Tablet,36.2
Cardiril 5mg Tablet,25.7
Cephotam Syrup,345
Clinlime Gel,179
Celpazone S 1000mg/500mg Injection,414.28
Cefest-CV 200mg/125mg Tablet,285
Coldie EX Tablet,28
C Col 500mg Capsule,92.3
Citlop 10mg Tablet,30
Cefcan-CV Tablet,390
Clavaza 500mg/125mg Tablet,204
C-Cepo 100 Oral Suspension,174
Cdmycin Syrup,54
Catfin 250 Tablet,250
Capridox 200 Tablet DT,192
Cenziralo-Plus Tablet,100
Cefbone-S Injection,169
Capilac-XP Capsule,70
Cefrax 100 Tablet,95
C Mpred 80mg Injection,110
CNV MD4 Tablet,55
Combihale FB 6mcg/100mcg Capsule,141.45
Cynaptin NT 400mg/10mg Tablet,195
Citiconerve P 500mg/800mg Tablet,557
Ciabro 100mg Capsule,115
Cellunext Eye Drop,170
Cofarx LS Syrup,95
Con MPS 16mg Tablet,100
Cardiotel 40 Tablet,101
Cof Q Expectorant,32
Cadeltro 25mg Tablet,400
Cefixin CV 200mg/125mg Tablet,128
Cefcan-CV Tablet,390
C-Cepo 100 Oral Suspension,174
Citlop 10mg Tablet,30
Clozine 100mg Tablet,5.58
Cefigram O 200mg/200mg Tablet,125
Clmoxy 500mg Capsule,55
Cefton 50mg Tablet,90
Cefposet CV 250mg/125mg Tablet,324.25
Cefzim 1.5gm Injection,195
Ciprowin TZ 500 mg/600 mg Tablet,43.15
Cefdox CV Dry Syrup,110
Cefbone-S Injection,169
Curechlo 500mg Tablet,67
Clocure GM Cream,35
Coldfree Capsule,35
Cforge D 30mg/40mg Capsule,130
Clima V 100mg/200mg Vaginal Capsule,50
Candeol Cream,27.38
Cilivio 10mg Tablet,115
Cefirone V 1000 mg/500 mg Injection,390
Clopid-A Capsule SR,42
Coldstar Syrup,45
Coldser Plus Tablet,60
Ciabro 100mg Capsule,115
Cellunext Eye Drop,170
Clapan D 10mg/40mg Tablet,60
Cof Q Expectorant,32
Coehcg 10000IU Powder for Injection,950
Comcef 200mg Tablet,89.9
Curerosu CA 75mg/20mg/75mg Capsule,159
Cefumust 250mg Tablet,295
Chymeclo P Tablet,145
Cadeltro 25mg Tablet,400
Cefroxim 500mg Tablet,450
C Mpred 80mg Injection,110
Cistero 50mg Injection,350
Clocin F Cream,128
Cefixin CV 200mg/125mg Tablet,128
Cofrun-D Syrup,90
Ciprofloxacin 10mg Infusion,13.42
Cameriv 2.5 Tablet,49.25
Citikof LS Syrup,93
Cardiotel 40 Tablet,101
CSP AT Syrup,55
Clemitan CH 40 Tablet,109
Cilozide 50mg Tablet,110
Crisgel OX Oral Suspension,187
Chesclar EC 5mg/10mg Tablet,120
Cardibest 3.125mg Tablet,28.89
Cefdox CV Dry Syrup,110
Cefigram O 200mg/200mg Tablet,125
Curechlo 500mg Tablet,67
Cefzim 1.5gm Injection,195
Clinlime Gel,179
Clavmox 500mg/125mg Tablet,108
Cenziralo-Plus Tablet,100
Cadilose Oral Solution Pineapple,258.3
Cilasure 10mg Tablet,76
Calzed 500mg Tablet,59
Cuticob NP 75mg/10mg/1500mcg Tablet SR,184
Cold Chek Tablet,37
Corace P 100mg/325mg Tablet,35
Cinicare 10 Tablet,59
Clobsave 0.5% Ointment,85
Cincofen 400 mg/325 mg Tablet,33
Cefouxy 500mg Tablet,500
Cefigram 200mg Tablet,97.5
Clotigem Mouth Paint,65
Cefiz CV Tablet,185
Cgtam 400mg Tablet,69
Clopan 40mg Tablet,48
Conimom TB Cream,120
Cilidin Trio Tablet,289
Cyclo P 20mg/500mg Tablet,3.75
Cefdom 200mg Tablet,270
Cloberyl-S Ointment,89
Coldser Plus Tablet,60
Candeol Cream,27.38
Clima V 100mg/200mg Vaginal Capsule,50
Cotrilo 10 Tablet,49
Cefiwel 50mg Dry Syrup,43
Cromon H Cream,119
Cgcip 500mg Tablet,39.9
Cortifit 6mg Tablet,151
Classcef 500mg Tablet,550
Coldcare 5mg/325mg/5mg Tablet,30
Con MPS 8mg Tablet,57
Clinbid 150mg Capsule,131
Cilatop T 10mg/40mg Tablet,73
Ceqiz-LB 200 Tablet,149
Cilivio 10mg Tablet,115
Cefirone V 1000 mg/500 mg Injection,390
Cognipil 500mg Syrup,545
Codiclo S 50mg/10mg Tablet,63
Cryptonac Forte 50mg/325mg Tablet,94
Cefpar 1gm Injection,44.62
Cilapam FN 0.5mg/10mg Tablet,212.6
Cardine 20mg Tablet,34.6
Clonac P 100mg/500mg Tablet,30
Clofen Plus 50mg/325mg Tablet,18
Coflite Syrup,79
Cedon 50 Tablet DT,90
Cardibest 3.125mg Tablet,28.89
Ciprocad 250mg Tablet,19
Coraile 1500mg Injection,300
Cartiflex G 50 mg/750 mg Tablet,120
Cromon H Cream,119
Cule 500mg Tablet,13.25
Cilivio 10mg Tablet,115
Cdmycin Syrup,54
Cdom 200mg Tablet,62.73
Clopid-A Capsule SR,42
Cystop-A Tablet,150
Cefaprime 125mg Oral Suspension,125
CYTOGAN 500MG INJECTION,2025
Cefivir-O Tablet,180
Cefocure 200 Tablet,183.7
Cefstat 200mg/5ml Dry Syrup,43.52
Clipoxt 2.5mg/5mg/10mg Tablet,40
Coldstar Syrup,45
Ciso DS 1000 mg/500 mg Injection,199
Cefirone V 1000 mg/500 mg Injection,390
Clonage-S Tablet,91
Cotrilo 10 Tablet,49
Ceftech CV 200mg/125mg Tablet,360
Candeol Cream,27.38
Ceqiz-LB 200 Tablet,149
Con MPS 8mg Tablet,57
Clozam 20mg Tablet,110
Cuf Dex Syrup,65.6
Citipin 500mg Tablet,434.65
Cognitop Tablet,195
Clima V 100mg/200mg Vaginal Capsule,50
Coldser Plus Tablet,60
Cadvast 20mg Tablet,229
Cgcip 500mg Tablet,39.9
Cinicare 10 Tablet,59
Clophene 50mg Tablet,41
Cilasure 10mg Tablet,76
Calzed 500mg Tablet,59
Cuticob NP 75mg/10mg/1500mcg Tablet SR,184
Ceflin CV 200mg/125mg Tablet,241
Cilapam FN 0.5mg/10mg Tablet,212.6
Chymoend DP 50mg/325mg Tablet,149
Capizole D 10mg/20mg Capsule,43
Colimak Oral Drops,52.5
Clavospey DS Dry Syrup,55
Ceftry 500 Tablet,481
Cartiflex G 50 mg/750 mg Tablet,120
Cefivir-O Tablet,180
Cortfex 6mg Tablet,120
Cosclo S Cream,80
Cefloc Plus 200mg Tablet,150
Clopi 150mg Tablet,89.6
Clbronk-DX Syrup Pineapple Sugar Free,105
Ciprolone 500mg Tablet,22.33
Colcet Plus Syrup,55
Clinlime Gel,179
Celpazone S 1000mg/500mg Injection,414.28
Cardiril 5mg Tablet,25.7
Cefest-CV 200mg/125mg Tablet,285
Cetipen LV 5mg Tablet,4.31
Celkof AP Syrup,75
Ceplex 500mg Capsule,125.5
Ciprosit 500 mg/600 mg Tablet,73
Clonza 0.25mg Tablet,16
Cefnest O 100mg Syrup,62.68
Cartel-H Tablet,82
Cyclobid CP Oral Suspension,69.5
Cadcort 100 Injection,25
Colimak Oral Drops,52.5
Cipam S 5 Tablet,37.5
Clotas 1mg Tablet,46.35
Cule 500mg Tablet,13.25
Ceplex 500mg Capsule,125.5
Ciprosit 500 mg/600 mg Tablet,73
Colicspam 20 mg/500 mg Tablet,30
Cilnipres N 5mg/10mg Tablet,137.5
Cantil TV Suspension,130.7
Cetgo-AL Tablet SR,55.4
Cyclogood Tablet,24
Cubix 500mg Tablet,420
Capizole D 10mg/20mg Capsule,43
Clavospey DS Dry Syrup,55
Combigel 10% Gel,54
Cardicure 5mg Tablet,25
Crisgel OX Oral Suspension,187
Cefodrox 200mg Tablet,129
Clophene 50mg Tablet,41
Cadvog 0.2mg Tablet,88
Ceflin CV 200mg/125mg Tablet,241
Corace P 100mg/325mg Tablet,35
Cefiz CV Tablet,185
Clopan 40mg Tablet,48
Cilidin Trio Tablet,289
Clotigem Mouth Paint,65
Calzed 500mg Tablet,59
Cadvog 0.2mg Tablet,88
Cardiomart AP 5mg/4mg Tablet,150
Cefodrox 200mg Tablet,129
Clophene 50mg Tablet,41
Cipflox-TZ 500mg/600mg Tablet,60
Cefiz CV Tablet,185
Cefigram 200mg Tablet,97.5
Clotigem Mouth Paint,65
Cefikab-O Tablet,159.65
Conimom TB Cream,120
Clopan 40mg Tablet,48
Cgtam 400mg Tablet,69
Ceftimax Injection,61.2
Cefouxy 500mg Tablet,500
Clobsave 0.5% Ointment,85
Conip 20mg Injection,35
Cincofen 400 mg/325 mg Tablet,33
Clinroz Medicated Soap,107
Cetmin-M Tablet,40
Cefodome 200 DT Tablet,192
Cudryl-L Syrup,80
Citidac Injection,125
Codmox CV Duo Dry Syrup,57.3
C Tax 500mg Injection,24.35
Cepodox 200mg Tablet,210
Cipset MT Cream,78
Clobanil 5mg Tablet,52.19
Corflam S Suspension,26
CEFRON 250 MG CAPSULE,19.18
Cipliv Syrup,65
Corolate 0.2mg Injection,15.3
Cefizine-AZ 200mg/250mg Tablet,160
Cefantib Tablet DT,143
Cilvoryl 2mg Tablet,62.12
Citicoz-NS Plus Tablet,630
Clorid B Cream,42
Carerox 1500mg/750mg Injection,335
Clavter-LB Tablet,218.84
Cinim 100mg Tablet,20
Clomid-CL 200mg/125mg Tablet,195
Cgrol 50mg Tablet,56
Ctrox 250mg Tablet,375
Caslot 3.125mg Tablet,9
Cilacar O 40 Tablet,163.2
Clotawin-T Forte Tablet,179.58
Children's Combipain Suspension Orange,16.2
Ceroxim I 1.5gm Injection,287
Cinris 1mg Tablet,10
Cilidus 10mg Tablet,97.5
Ciprovec TZ 500mg/600mg Tablet,70.6
Cetriwin P 10mg/60mg Tablet,20
Cartil 400mg Tablet SR,18.7
Cefura 250mg Tablet DT,320
Carry 200mg Tablet,179
Cortinet M 16mg Tablet,125
C-Relief Tablet,68
Cefozone 1000mg Injection,295
Cefasom CV 500mg/125mg Tablet,422
Cefur 250mg Tablet,260
Curam 400mg/5ml/57mg/5ml Syrup,152.31
Ceemi O 200 mg/200 mg Tablet,159.5
Cido Tablet,54
Clavmentin 500 mg/125 mg Tablet,118.13
Cefbet 250mg Tablet,178.2
Cuti M 500 mg/250 mg Tablet,144.88
Clogip Plus Cream,35
Coffwin-DXP Syrup,70.1
Cipti 500mg/600mg Tablet,80.55
Clopar K Tablet,18.7
Cozimont L Tablet,74
Claventiacef 1.5gm Injection,229
CEFACIN 250 MG TABLET DT,87.5
Colicraft 1Million IU Injection,633.92
Cor QS 600mg Tablet,109.25
Cefbet CV Tablet,184.2
Clobenate M Cream,71.08
Crozy Plus Tablet,18
Cyclop 20 mg/500 mg Tablet,40.95
Cefizan OZ Tablet,121.15
Clincin 150mg Injection,244.15
Ciplin 200mg/40mg Suspension,12.42
Cyclochek Capsule SR,130
Cortisol G Cream,10.85
Cry NO Drop,99
Clavmentin Duo Dry Syrup,52.92
Cleps 0.5mg Tablet,29.12
Coldhit Tablet,45.5
Ceroxim I 1.5gm Injection,287
Children's Combipain Suspension Orange,16.2
Cfzole DSR Capsule,75
Corolate 0.2mg Injection,15.3
Cefizine-AZ 200mg/250mg Tablet,160
Cipliv Syrup,65
Carerox 1500mg/750mg Injection,335
Clorid B Cream,42
Cilogard 5 Tablet,41.25
Covax OZ 200mg/500mg Tablet,79
Clavter-LB Tablet,218.84
Cgrol 50mg Tablet,56
Ciprovec TZ 500mg/600mg Tablet,70.6
Cetriwin P 10mg/60mg Tablet,20
Cartil 400mg Tablet SR,18.7
Cilidus 10mg Tablet,97.5
Cyclomol-M Forte Tablet,25
Cefura 500mg Capsule,399.1
Cbmyx 500000units Injection,2399
Cloxina LBS Capsule,69.68
Cinris 1mg Tablet,10
Cinim 100mg Tablet,20
C & C DX Syrup,119
Cefur 250mg Tablet,260
Cerex 125mg Syrup,125
Contis Tablet,52
Clonage 0.5mg Tablet,27
Coldtil 5mg/500mg/60mg Tablet,18
Cloxina LB Capsule,22.23
Cipral-TZ 500mg/600mg Tablet,100
Caddy 20mg Capsule,25
Caditone 3.125mg Tablet,7.17
Camflox 200mg Tablet,55
Cetrizen A 5mg/75mg Tablet,55
Coffar-C Syrup,140
Candid-B Cream,53
Ciptex Syrup,94
Cefonem 500mg Tablet,280
Cefijon-CV Tablet,252
Coldium Syrup,58
Cetophed Syrup,73
Cilstar 10mg/40mg Tablet,85
Cofman Junior Syrup,49
Cefotil 50mg/5ml Dry Syrup,110
Cokast L 5mg/10mg Tablet,92
Chymotis-BR Tablet,180
Clanex Dry Syrup,61
Chircohol 500mg Capsule,36
Cefutis 250 Tablet,257
Codorex DX Syrup,100.8
Clavix-AS 75 Tablet,25.94
Chymograce MR Tablet,229
Cefstrong CV 200mg/125mg Tablet,285
Closeil 0.25 MD Tablet,20
Clinbet 300mg Capsule,329.9
Caniss 200mg Tablet DT,195
Cyvin Syrup,87.5
Colinorm-D Tablet,36.4
Curejoint-AC 100mg/50mg Tablet,149
Clovis Cream,39
Clapy 0.25mg Tablet MD,19
Ceron Syrup,95
Cilabest 5mg Tablet,70
Citisam Plus 500mg/400mg Tablet,620
Citibrisk Plus 500mg/800mg Tablet,649
Clobe XL Ointment,125
Cardical 50 Tablet,27.44
Cazin-MD 2 Tablet,65
Cristel H 40mg/12.5mg Tablet,82
Cyngo PF Tablet,119.95
Cefoprox XP 250mg/31.25mg Injection,57
Clindamark 300mg Capsule,225
Coughex Junior Syrup,60
Ceromat 90mg Tablet,180
Cefurox S 250mg Tablet,420
Coxinip-TH Tablet,211
Clivin 300mg Injection,108
Clogrel-A Capsule SR,65
Ciplock Eye/Ear Drops,15.45
Coldnac-A Nasal Drops,44
Conitryn 25mg Tablet,26.6
Clotin Ear Drop,72
Cofpyl LS Syrup,80
Cilix T 20mg/80mg Tablet,239.58
Clomidep 10mg Tablet,31.8
Cephbid 250mg Tablet,35
Capirab D 10mg/20mg Tablet,53
Cobaron P 750mcg/75mg Capsule,125
Clovet M 50mg/6.25mg Tablet,66.41
Colchico 8mg Tablet,168
Cefcare 250mg Tablet,35.5
Clavmist 625 Tablet,200.5
Ceficon OX 200mg/200mg Tablet,180
Ceforax 500mg Injection,19.24
Cronotol 250mg Tablet,60
Cyprodol 4mg Tablet,18
Cgflox 200mg Tablet,65
Cilapam 20 Tablet,241.25
Camnox-P Tablet,91
Cofenac 100mg Tablet SR,12.41
Cypolif Plus Syrup,142
Cyclophil ME Oral Solution,4230
Czen Tablet,25.5
C Vit 500mg Tablet,122
Cinnameg 25mg Tablet,50
Coenac AB 100mg/600mg Tablet,156
Cinnaz 75mg Tablet,150
Cratisone 0.1% Cream,114
Climet 500mg Tablet,400
Chlorminic Syrup,81
Cvcon-D Tablet,125
Cefabid 200 Tablet,175
Cypo UP Syrup,98
Colrest Tablet,14
Coxvolt-P Tablet,66
Comak Oral Suspension,54.6
Ceftizone-T Injection,156.5
Candicute Lotion,42.5
Cifizime 200mg Tablet,100
Cuticet 10mg Tablet,59.5
Cfm 250 Tablet,260
Candisun Medicated Soap,65
Cilapam 20 Tablet,241.25
Ceromat 90mg Tablet,180
Ceftizone-T Injection,156.5
Candicute Lotion,42.5
Cifizime 200mg Tablet,100
Cefstrong CV 200mg/125mg Tablet,285
Cefurox S 250mg Tablet,420
Comak Oral Suspension,54.6
Clotin Ear Drop,72
Ceficorn 100mg Tablet DT,85
Cuticet 10mg Tablet,59.5
Cilstar 10mg/40mg Tablet,85
Cefutis 250 Tablet,257
Cofman Junior Syrup,49
Chircohol 500mg Capsule,36
Ciptex Syrup,94
Chymotis-BR Tablet,180
Carecold Tablet,42
Clinga 75mg Tablet,57
Cybitor-T4 Tablet,164
Cityzen 10 Tablet,5
Camflox 200mg Tablet,55
Coldium Syrup,58
Cokast L 5mg/10mg Tablet,92
Cefcare 250mg Tablet,35.5
Cicitri PP Oral Suspension,39
Cronotol 250mg Tablet,60
Clovet M 50mg/6.25mg Tablet,66.41
Clindamark 300mg Capsule,225
Cefoprox XP 250mg/31.25mg Injection,57
Citisam Plus 500mg/400mg Tablet,620
Cefijon-CV Tablet,252
Cefonem 500mg Tablet,280
Cetrizen A 5mg/75mg Tablet,55
Cypral Syrup,89
Coldson Oral Suspension Mango,48.9
Coffar-C Syrup,140
Cefora LB 200mg Tablet,150
Candid-B Cream,53
Cratisone 0.1% Cream,114
Cinnaz 75mg Tablet,150
Cofenac 100mg Tablet SR,12.41
Camnox-P Tablet,91
Cyclophil ME Oral Solution,4230
Coldiset Plus 2mg/500mg/10mg Tablet,55
Cefutis 250 Tablet,257
Cintazide 1mg Tablet,60
Coamoxy LB 625 Tablet,240
Calcisafe-CT Softgel Capsule,130
Claritop 250mg Tablet,97.3
Colvin 150mg Tablet,46.5
Clavitas Duo  Oral Suspension,60
Cod-Sure Syrup,108
Criglim P 2mg/500mg/15mg Tablet,88
Citisave 500mg Tablet,630
Chronostet MF 500mg/250mg Tablet,462
Coldtroy Tablet,48
Clindium 600mg Injection,178.7
Cadizone S 1000mg/500mg Injection,101
Carvaril Tablet,55
Cofman Junior Syrup,49
Cefotil 50mg/5ml Dry Syrup,110
Clavix-AS 75 Tablet,25.94
Chymograce MR Tablet,229
Chircohol 500mg Capsule,36
Colsun Tablet,9.3
Cetnix 5mg Tablet,45
Cbfix 200 Tablet,139
Cefocef TZ 1000mg/125mg Injection,395
Cilstar 10mg/40mg Tablet,85
Cokast L 5mg/10mg Tablet,92
Cutiliv 10 Tablet DT,82
Codorex DX Syrup,100.8
Candid-B Cream,53
Cndp 10mg Tablet,144.1
Cefzit 250mg Tablet,240
Clogen Plus 0.5mg/20mg Tablet,49.5
Clorprox-T Plus Tablet,13.5
Cefzen 500mg Tablet,14.68
Coldmate Plus Syrup,56
Cartiset M Tablet,153
